personid,race,gender,drivercity,driverstate,dlstate,policeid,vehicleid,age,,,,,,,,,,,,,,,,,,,,,
p1595,BLACK,M,ADAMSTOWN,MD,MD,1138,v3316,22,,,,,,,,,,,,,,,,,,,,,
p1613,HISPANIC,M,ADELPHI,MD,MD,1122,v2414,55,,,,,,,,,,,,,,,,,,,,,
p1614,WHITE,M,ACWORTH,GA,GA,1148,v2899,43,,,,,,,,,,,,,,,,,,,,,
p1615,HISPANIC,M,ADELPHI,MD,WA,1134,v2415,47,,,,,,,,,,,,,,,,,,,,,
p1619,WHITE,F,ADAMSTOWN,MD,MD,1128,v2900,57,,,,,,,,,,,,,,,,,,,,,
p1620,HISPANIC,M,ADELPHI,MD,MD,1106,v3148,18,,,,,,,,,,,,,,,,,,,,,
p1626,HISPANIC,M,ADELPHI,MD,WA,1116,v2416,61,,,,,,,,,,,,,,,,,,,,,
p1643,HISPANIC,M,ADELPHI,MD,MD,1100,v1744,22,,,,,,,,,,,,,,,,,,,,,
p1654,WHITE,M,ADAMSTOWN,MD,MD,1156,v1433,67,,,,,,,,,,,,,,,,,,,,,
p1660,WHITE,M,ADAMSTOWN,MD,MD,1144,v1434,47,,,,,,,,,,,,,,,,,,,,,
p1668,BLACK,M,ADELPHI,MD,MD,1120,v2417,70,,,,,,,,,,,,,,,,,,,,,
p1680,BLACK,M,ADELPHI,MD,MD,1118,v2418,61,,,,,,,,,,,,,,,,,,,,,
p1687,WHITE,F,ADAMSTOWN,MD,MD,1100,v2901,67,,,,,,,,,,,,,,,,,,,,,
p1696,WHITE,F,ADAMSTOWN,MD,MD,1104,v2902,22,,,,,,,,,,,,,,,,,,,,,
p1705,ASIAN,M,ADELPHI,MD,MD,1150,v2419,22,,,,,,,,,,,,,,,,,,,,,
p1716,HISPANIC,M,ADELPHI,MD,MD,1104,v1745,22,,,,,,,,,,,,,,,,,,,,,
p1717,HISPANIC,M,ADELPHI,MD,MD,1108,v1746,49,,,,,,,,,,,,,,,,,,,,,
p1719,HISPANIC,M,ADELPHI,MD,MD,1126,v3149,40,,,,,,,,,,,,,,,,,,,,,
p1720,WHITE,M,ADELPHI,MD,MD,1114,v3150,59,,,,,,,,,,,,,,,,,,,,,
p1735,BLACK,M,ADELPHI,MD,MD,1158,v2420,55,,,,,,,,,,,,,,,,,,,,,
p1742,WHITE,M,ADAMSTOWN,MD,MD,1146,v1435,62,,,,,,,,,,,,,,,,,,,,,
p1751,BLACK,M,ADELPHI,MD,MD,1152,v2421,26,,,,,,,,,,,,,,,,,,,,,
p1757,BLACK,F,ADELPHI,MD,MD,1110,v1747,41,,,,,,,,,,,,,,,,,,,,,
p1760,BLACK,M,ADELPHI,MD,MD,1154,v2422,68,,,,,,,,,,,,,,,,,,,,,
p1762,HISPANIC,M,ADELPHI,MD,MD,1156,v2423,56,,,,,,,,,,,,,,,,,,,,,
p1764,WHITE,F,ADELPHI,MD,MD,1144,v2424,40,,,,,,,,,,,,,,,,,,,,,
p1771,BLACK,F,ADELPHI,MD,MD,1146,v2425,42,,,,,,,,,,,,,,,,,,,,,
p1778,WHITE,M,ADELPHI,MD,MD,1122,v3151,59,,,,,,,,,,,,,,,,,,,,,
p1782,BLACK,F,ADELPHI,MD,MD,1124,v2426,38,,,,,,,,,,,,,,,,,,,,,
p1789,BLACK,F,ADELPHI,MD,MD,1112,v1748,22,,,,,,,,,,,,,,,,,,,,,
p1794,WHITE,F,ADAMSTOWN,MD,MD,1108,v2903,25,,,,,,,,,,,,,,,,,,,,,
p1797,WHITE,M,ADAMSTOWN,MD,MD,1124,v1436,36,,,,,,,,,,,,,,,,,,,,,
p1801,HISPANIC,F,ADELPHI,MD,MD,1130,v1749,35,,,,,,,,,,,,,,,,,,,,,
p1804,BLACK,F,ADELPHI,MD,MD,1132,v2427,21,,,,,,,,,,,,,,,,,,,,,
p1806,WHITE,M,ADAMSTOWN,MD,MD,1142,v3408,19,,,,,,,,,,,,,,,,,,,,,
p1811,WHITE,F,ADAMSTOWN,MD,MD,1110,v2904,44,,,,,,,,,,,,,,,,,,,,,
p1814,HISPANIC,M,ADELPHI,MD,MD,1136,v2428,28,,,,,,,,,,,,,,,,,,,,,
p1836,BLACK,F,ADELPHI,MD,MD,1138,v2429,46,,,,,,,,,,,,,,,,,,,,,
p1838,WHITE,M,ADELPHI,MD,MD,1102,v1750,46,,,,,,,,,,,,,,,,,,,,,
p1844,HISPANIC,M,ADELPHI,MD,MD,1140,v2430,64,,,,,,,,,,,,,,,,,,,,,
p1845,BLACK,F,ADELPHI,MD,DC,1142,v2431,47,,,,,,,,,,,,,,,,,,,,,
p1867,BLACK,F,ADELPHI,MD,MD,1148,v2432,25,,,,,,,,,,,,,,,,,,,,,
p1920,WHITE,M,ADAMSTOWN,MD,MD,1148,v3409,70,,,,,,,,,,,,,,,,,,,,,
p1923,HISPANIC,M,ADELPHI,MD,MD,1128,v2433,55,,,,,,,,,,,,,,,,,,,,,
p1925,BLACK,F,ADELPHI,MD,DC,1100,v2434,58,,,,,,,,,,,,,,,,,,,,,
p1927,WHITE,F,ADAMSTOWN,MD,MD,1112,v2905,29,,,,,,,,,,,,,,,,,,,,,
p1947,BLACK,F,ADELPHI,MD,MD,1104,v2435,54,,,,,,,,,,,,,,,,,,,,,
p1952,BLACK,F,ADELPHI,MD,MD,1108,v2436,69,,,,,,,,,,,,,,,,,,,,,
p1964,WHITE,M,ADAMSTOWN,MD,MD,1128,v3410,62,,,,,,,,,,,,,,,,,,,,,
p1975,BLACK,F,ADELPHI,MD,MD,1110,v2437,54,,,,,,,,,,,,,,,,,,,,,
p1979,WHITE,M,ADAMSTOWN,MD,MD,1130,v2906,56,,,,,,,,,,,,,,,,,,,,,
p1985,BLACK,M,ADELPHI,MD,MD,1112,v2438,41,,,,,,,,,,,,,,,,,,,,,
p1987,WHITE,M,ADAMSTOWN,MD,MD,1102,v2907,52,,,,,,,,,,,,,,,,,,,,,
p1993,WHITE,F,ADAMSTOWN,MD,MD,1132,v1437,28,,,,,,,,,,,,,,,,,,,,,
p1996,HISPANIC,M,ADAMSTOWN,MD,MD,1106,v2908,61,,,,,,,,,,,,,,,,,,,,,
p1997,WHITE,F,ADAMSTOWN,MD,MD,1136,v1438,59,,,,,,,,,,,,,,,,,,,,,
p2007,BLACK,M,ADELPHI,MD,MD,1130,v2439,24,,,,,,,,,,,,,,,,,,,,,
p2008,BLACK,F,ADAMSTOWN,MD,MD,1140,v3317,25,,,,,,,,,,,,,,,,,,,,,
p2012,WHITE,M,ADELPHI,MD,MD,1134,v3152,70,,,,,,,,,,,,,,,,,,,,,
p2013,WHITE,M,ADELPHI,MD,MD,1106,v1751,51,,,,,,,,,,,,,,,,,,,,,
p2017,BLACK,F,ADELPHI,MD,MD,1102,v2440,52,,,,,,,,,,,,,,,,,,,,,
p2024,BLACK,F,ADELPHI,MD,MD,1106,v2441,32,,,,,,,,,,,,,,,,,,,,,
p2026,HISPANIC,M,ADELPHI,MD,MD,1126,v2442,30,,,,,,,,,,,,,,,,,,,,,
p2029,BLACK,F,ADELPHI,MD,MD,1114,v2443,36,,,,,,,,,,,,,,,,,,,,,
p2036,WHITE,M,ADAMSTOWN,MD,MD,1126,v2909,40,,,,,,,,,,,,,,,,,,,,,
p2054,WHITE,M,ADAMSTOWN,MD,MD,1114,v2910,45,,,,,,,,,,,,,,,,,,,,,
p2068,WHITE,F,ADAMSTOWN,MD,MD,1138,v1439,64,,,,,,,,,,,,,,,,,,,,,
p2072,HISPANIC,M,ADELPHI,MD,XX,1122,v2444,33,,,,,,,,,,,,,,,,,,,,,
p2073,WHITE,M,ADAMSTOWN,MD,MD,1122,v2911,69,,,,,,,,,,,,,,,,,,,,,
p2076,HISPANIC,M,ADELPHI,MD,MD,1116,v3153,45,,,,,,,,,,,,,,,,,,,,,
p2077,WHITE,M,ADELPHI,MD,MD,1120,v3154,40,,,,,,,,,,,,,,,,,,,,,
p2080,BLACK,F,ADELPHI,MD,MD,1134,v2445,40,,,,,,,,,,,,,,,,,,,,,
p2098,WHITE,M,ADELPHI,MD,MD,1116,v2446,57,,,,,,,,,,,,,,,,,,,,,
p2110,HISPANIC,M,ADELPHI,MD,MD,1120,v2447,41,,,,,,,,,,,,,,,,,,,,,
p2114,HISPANIC,M,ADELPHI,MD,MD,1118,v3155,31,,,,,,,,,,,,,,,,,,,,,
p2117,ASIAN,M,ADAMSTOWN,MD,MD,1142,v3318,70,,,,,,,,,,,,,,,,,,,,,
p2128,WHITE,F,ADAMSTOWN,MD,MD,1140,v1440,51,,,,,,,,,,,,,,,,,,,,,
p2130,WHITE,M,ADAMSTOWN,MD,MD,1134,v2912,31,,,,,,,,,,,,,,,,,,,,,
p2136,BLACK,F,ADELPHI,MD,MD,1118,v2448,45,,,,,,,,,,,,,,,,,,,,,
p2150,WHITE,F,ADAMSTOWN,MD,MD,1142,v1441,31,,,,,,,,,,,,,,,,,,,,,
p2151,WHITE,F,ADAMSTOWN,MD,MD,1148,v1442,52,,,,,,,,,,,,,,,,,,,,,
p2154,WHITE,M,ADAMSTOWN,MD,MD,1116,v2913,64,,,,,,,,,,,,,,,,,,,,,
p2156,HISPANIC,M,ADELPHI,MD,XX,1150,v2449,23,,,,,,,,,,,,,,,,,,,,,
p2161,WHITE,M,ADAMSTOWN,MD,MD,1148,v3319,70,,,,,,,,,,,,,,,,,,,,,
p2166,BLACK,F,ADELPHI,MD,MD,1158,v2450,63,,,,,,,,,,,,,,,,,,,,,
p2168,WHITE,F,ADAMSTOWN,MD,MD,1128,v1443,66,,,,,,,,,,,,,,,,,,,,,
p2169,WHITE,M,ADAMSTOWN,MD,MD,1128,v3320,29,,,,,,,,,,,,,,,,,,,,,
p2177,BLACK,F,ADELPHI,MD,MD,1152,v2451,58,,,,,,,,,,,,,,,,,,,,,
p2189,WHITE,M,ADAMSTOWN,MD,MD,1120,v2914,36,,,,,,,,,,,,,,,,,,,,,
p2194,HISPANIC,F,ADELPHI,MD,MD,1154,v2452,57,,,,,,,,,,,,,,,,,,,,,
p2196,BLACK,F,ADELPHI,MD,MD,1156,v2453,65,,,,,,,,,,,,,,,,,,,,,
p2199,WHITE,M,ADELPHI,MD,MD,1126,v1752,30,,,,,,,,,,,,,,,,,,,,,
p2215,BLACK,M,ADELPHI,MD,MD,1150,v3156,20,,,,,,,,,,,,,,,,,,,,,
p2226,HISPANIC,M,ADELPHI,MD,MD,1158,v3157,21,,,,,,,,,,,,,,,,,,,,,
p2227,BLACK,F,ADELPHI,MD,MD,1144,v2454,49,,,,,,,,,,,,,,,,,,,,,
p2228,WHITE,M,ADELPHI,MD,MD,1114,v1753,35,,,,,,,,,,,,,,,,,,,,,
p2233,HISPANIC,M,ADELPHI,MD,MD,1146,v2455,55,,,,,,,,,,,,,,,,,,,,,
p2235,WHITE,M,ADELPHI,MD,MD,1122,v1754,62,,,,,,,,,,,,,,,,,,,,,
p2238,WHITE,F,ADELPHI,MD,MD,1124,v2456,63,,,,,,,,,,,,,,,,,,,,,
p2242,WHITE,M,ADELPHI,MD,MD,1134,v1755,23,,,,,,,,,,,,,,,,,,,,,
p2251,WHITE,M,ADAMSTOWN,MD,MD,1118,v2915,64,,,,,,,,,,,,,,,,,,,,,
p2256,OTHER,F,ADAMSTOWN,MD,MD,1150,v2916,67,,,,,,,,,,,,,,,,,,,,,
p2257,BLACK,M,ADELPHI,MD,XX,1132,v2457,64,,,,,,,,,,,,,,,,,,,,,
p2264,BLACK,M,ADELPHI,MD,MD,1116,v1756,60,,,,,,,,,,,,,,,,,,,,,
p2265,BLACK,M,ADELPHI,MD,MD,1152,v3158,60,,,,,,,,,,,,,,,,,,,,,
p2274,WHITE,M,ADELPHI,MD,MD,1120,v1757,67,,,,,,,,,,,,,,,,,,,,,
p2278,BLACK,M,ADELPHI,MD,MD,1118,v1758,42,,,,,,,,,,,,,,,,,,,,,
p2280,WHITE,F,ADAMSTOWN,MD,MD,1100,v1444,23,,,,,,,,,,,,,,,,,,,,,
p2294,BLACK,F,ADELPHI,MD,MD,1150,v1759,59,,,,,,,,,,,,,,,,,,,,,
p2299,WHITE,F,ADAMSTOWN,MD,MD,1100,v3321,49,,,,,,,,,,,,,,,,,,,,,
p2300,WHITE,M,ADAMSTOWN,MD,MD,1104,v3322,63,,,,,,,,,,,,,,,,,,,,,
p2302,BLACK,M,ADELPHI,MD,XX,1136,v2458,54,,,,,,,,,,,,,,,,,,,,,
p2303,WHITE,M,ADAMSTOWN,MD,MD,1158,v2917,66,,,,,,,,,,,,,,,,,,,,,
p2310,BLACK,M,ADELPHI,MD,DC,1138,v2459,25,,,,,,,,,,,,,,,,,,,,,
p2313,WHITE,M,ADAMSTOWN,MD,MD,1152,v2918,31,,,,,,,,,,,,,,,,,,,,,
p2314,WHITE,F,ADAMSTOWN,MD,MD,1104,v1445,65,,,,,,,,,,,,,,,,,,,,,
p2334,WHITE,M,ADAMSTOWN,MD,MD,1108,v1446,29,,,,,,,,,,,,,,,,,,,,,
p2335,BLACK,F,ADELPHI,MD,MD,1158,v1760,28,,,,,,,,,,,,,,,,,,,,,
p2336,BLACK,F,ADELPHI,MD,MD,1140,v2460,52,,,,,,,,,,,,,,,,,,,,,
p2340,WHITE,M,ADAMSTOWN,MD,MD,1154,v2919,23,,,,,,,,,,,,,,,,,,,,,
p2344,WHITE,M,ADAMSTOWN,MD,MD,1110,v1447,25,,,,,,,,,,,,,,,,,,,,,
p2354,WHITE,M,ADAMSTOWN,MD,MD,1112,v1448,21,,,,,,,,,,,,,,,,,,,,,
p2356,WHITE,M,ADAMSTOWN,MD,MD,1100,v3411,23,,,,,,,,,,,,,,,,,,,,,
p2359,WHITE,M,ADELPHI,MD,MD,1154,v3159,64,,,,,,,,,,,,,,,,,,,,,
p2369,WHITE,M,ADAMSTOWN,MD,MD,1156,v2920,64,,,,,,,,,,,,,,,,,,,,,
p2372,HISPANIC,M,ADELPHI,MD,MD,1156,v3160,18,,,,,,,,,,,,,,,,,,,,,
p2378,BLACK,M,ADELPHI,MD,DC,1142,v2461,47,,,,,,,,,,,,,,,,,,,,,
p2382,WHITE,M,ADAMSTOWN,MD,MD,1130,v1449,46,,,,,,,,,,,,,,,,,,,,,
p2383,WHITE,M,ADAMSTOWN,MD,MD,1102,v1450,58,,,,,,,,,,,,,,,,,,,,,
p2386,WHITE,F,ADELPHI,MD,MD,1152,v1761,23,,,,,,,,,,,,,,,,,,,,,
p2394,HISPANIC,M,ADELPHI,MD,MD,1154,v1762,69,,,,,,,,,,,,,,,,,,,,,
p2397,BLACK,M,ADELPHI,MD,MD,1144,v3161,67,,,,,,,,,,,,,,,,,,,,,
p2400,WHITE,M,ADELPHI,MD,MD,1146,v3162,40,,,,,,,,,,,,,,,,,,,,,
p2405,WHITE,F,ADAMSTOWN,MD,MD,1108,v3323,48,,,,,,,,,,,,,,,,,,,,,
p2412,BLACK,M,ADELPHI,MD,DC,1148,v2462,31,,,,,,,,,,,,,,,,,,,,,
p2413,WHITE,M,ADELPHI,MD,FL,1156,v1763,29,,,,,,,,,,,,,,,,,,,,,
p2414,WHITE,M,ADAMSTOWN,MD,MD,1144,v2921,60,,,,,,,,,,,,,,,,,,,,,
p2416,WHITE,F,ADAMSTOWN,MD,MD,1110,v3324,27,,,,,,,,,,,,,,,,,,,,,
p2442,HISPANIC,M,ADAMSTOWN,MD,MD,1146,v2922,26,,,,,,,,,,,,,,,,,,,,,
p2465,OTHER,F,ADAMSTOWN,MD,MD,1124,v2923,55,,,,,,,,,,,,,,,,,,,,,
p2476,WHITE,M,ADAMSTOWN,MD,MD,1132,v2924,70,,,,,,,,,,,,,,,,,,,,,
p2484,WHITE,M,ADAMSTOWN,MD,MD,1106,v1451,56,,,,,,,,,,,,,,,,,,,,,
p2487,WHITE,M,ADAMSTOWN,MD,MD,1104,v3412,18,,,,,,,,,,,,,,,,,,,,,
p2488,BLACK,M,ADELPHI,MD,MD,1128,v2463,66,,,,,,,,,,,,,,,,,,,,,
p2496,BLACK,M,ADELPHI,MD,MD,1124,v3163,41,,,,,,,,,,,,,,,,,,,,,
p2502,WHITE,M,ADAMSTOWN,MD,MD,1126,v1452,47,,,,,,,,,,,,,,,,,,,,,
p2504,HISPANIC,F,ADELPHI,MD,MD,1144,v1764,28,,,,,,,,,,,,,,,,,,,,,
p2510,WHITE,F,ADAMSTOWN,MD,MD,1112,v3325,32,,,,,,,,,,,,,,,,,,,,,
p2512,BLACK,M,ADELPHI,MD,DC,1100,v2464,32,,,,,,,,,,,,,,,,,,,,,
p2521,HISPANIC,F,ADELPHI,MD,MD,1146,v1765,58,,,,,,,,,,,,,,,,,,,,,
p2537,WHITE,M,ADAMSTOWN,MD,MD,1114,v1453,30,,,,,,,,,,,,,,,,,,,,,
p2543,HISPANIC,M,ADELPHI,MD,MD,1124,v1766,55,,,,,,,,,,,,,,,,,,,,,
p2547,BLACK,M,ADELPHI,MD,MD,1132,v1767,32,,,,,,,,,,,,,,,,,,,,,
p2548,WHITE,M,ADELPHI,MD,MD,1132,v3164,42,,,,,,,,,,,,,,,,,,,,,
p2554,BLACK,M,ADELPHI,MD,MD,1136,v1768,46,,,,,,,,,,,,,,,,,,,,,
p2560,BLACK,F,ADAMSTOWN,MD,MD,1130,v3326,22,,,,,,,,,,,,,,,,,,,,,
p2569,BLACK,M,ADELPHI,MD,MD,1138,v1769,48,,,,,,,,,,,,,,,,,,,,,
p2576,BLACK,M,ADELPHI,MD,MD,1140,v1770,36,,,,,,,,,,,,,,,,,,,,,
p2579,WHITE,M,ADELPHI,MD,MD,1136,v3165,58,,,,,,,,,,,,,,,,,,,,,
p2587,WHITE,M,ADAMSTOWN,MD,MD,1122,v1454,58,,,,,,,,,,,,,,,,,,,,,
p2592,BLACK,M,ADELPHI,MD,MD,1104,v2465,60,,,,,,,,,,,,,,,,,,,,,
p2611,BLACK,M,ADELPHI,MD,MD,1108,v2466,26,,,,,,,,,,,,,,,,,,,,,
p2616,BLACK,M,ADELPHI,MD,MD,1110,v2467,65,,,,,,,,,,,,,,,,,,,,,
p2618,HISPANIC,M,ADELPHI,MD,MD,1138,v3166,42,,,,,,,,,,,,,,,,,,,,,
p2626,WHITE,M,ADELPHI,MD,MD,1112,v2468,20,,,,,,,,,,,,,,,,,,,,,
p2627,WHITE,M,ADAMSTOWN,MD,MD,1134,v1455,55,,,,,,,,,,,,,,,,,,,,,
p2644,WHITE,M,ADAMSTOWN,MD,MD,1136,v2925,20,,,,,,,,,,,,,,,,,,,,,
p2649,HISPANIC,M,ADELPHI,MD,MD,1142,v1771,20,,,,,,,,,,,,,,,,,,,,,
p2659,BLACK,M,ADELPHI,MD,MD,1130,v2469,35,,,,,,,,,,,,,,,,,,,,,
p2664,WHITE,M,ADAMSTOWN,MD,MD,1116,v1456,44,,,,,,,,,,,,,,,,,,,,,
p2666,BLACK,M,ADELPHI,MD,MD,1102,v2470,69,,,,,,,,,,,,,,,,,,,,,
p2668,WHITE,M,ADELPHI,MD,MD,1148,v1772,32,,,,,,,,,,,,,,,,,,,,,
p2678,WHITE,F,ADAMSTOWN,MD,MD,1120,v1457,69,,,,,,,,,,,,,,,,,,,,,
p2679,WHITE,F,ADAMSTOWN,MD,MD,1138,v2926,66,,,,,,,,,,,,,,,,,,,,,
p2682,BLACK,M,ADELPHI,MD,MD,1106,v2471,68,,,,,,,,,,,,,,,,,,,,,
p2691,WHITE,F,ADAMSTOWN,MD,MD,1118,v1458,56,,,,,,,,,,,,,,,,,,,,,
p2695,BLACK,M,ADELPHI,MD,MD,1128,v1773,45,,,,,,,,,,,,,,,,,,,,,
p2702,WHITE,F,ADAMSTOWN,MD,MD,1150,v1459,62,,,,,,,,,,,,,,,,,,,,,
p2714,BLACK,M,ADELPHI,MD,MD,1126,v2472,50,,,,,,,,,,,,,,,,,,,,,
p2715,HISPANIC,M,ADELPHI,MD,MD,1140,v3167,29,,,,,,,,,,,,,,,,,,,,,
p2726,HISPANIC,M,ADELPHI,MD,MD,1114,v2473,50,,,,,,,,,,,,,,,,,,,,,
p2728,WHITE,F,ADAMSTOWN,MD,MD,1140,v2927,60,,,,,,,,,,,,,,,,,,,,,
p2733,BLACK,F,ADELPHI,MD,MD,1122,v2474,27,,,,,,,,,,,,,,,,,,,,,
p2738,WHITE,M,ADAMSTOWN,MD,MD,1158,v1460,30,,,,,,,,,,,,,,,,,,,,,
p2750,BLACK,M,ADELPHI,MD,MD,1100,v1774,50,,,,,,,,,,,,,,,,,,,,,
p2752,WHITE,M,ADAMSTOWN,MD,MD,1102,v3327,50,,,,,,,,,,,,,,,,,,,,,
p2753,HISPANIC,M,ADELPHI,MD,MD,1142,v3168,23,,,,,,,,,,,,,,,,,,,,,
p2754,HISPANIC,M,ADELPHI,MD,MD,1134,v2475,67,,,,,,,,,,,,,,,,,,,,,
p2780,HISPANIC,M,ADELPHI,MD,MD,1116,v2476,59,,,,,,,,,,,,,,,,,,,,,
p2787,WHITE,M,ADAMSTOWN,MD,MD,1152,v1461,37,,,,,,,,,,,,,,,,,,,,,
p2795,BLACK,M,ADAMSTOWN,MD,MD,1108,v3413,63,,,,,,,,,,,,,,,,,,,,,
p2830,HISPANIC,F,ADELPHI,MD,MD,1120,v2477,20,,,,,,,,,,,,,,,,,,,,,
p2853,HISPANIC,M,ADELPHI,MD,MD,1118,v2478,29,,,,,,,,,,,,,,,,,,,,,
p2854,BLACK,M,ADELPHI,MD,MD,1104,v1775,59,,,,,,,,,,,,,,,,,,,,,
p2855,WHITE,M,ADELPHI,MD,XX,1150,v2479,66,,,,,,,,,,,,,,,,,,,,,
p2879,WHITE,M,ADELPHI,MD,XX,1158,v2480,64,,,,,,,,,,,,,,,,,,,,,
p2886,WHITE,F,ADELPHI,MD,MD,1152,v2481,59,,,,,,,,,,,,,,,,,,,,,
p2891,WHITE,M,ADELPHI,MD,XX,1154,v2482,18,,,,,,,,,,,,,,,,,,,,,
p2900,HISPANIC,M,ADELPHI,MD,MD,1156,v2483,47,,,,,,,,,,,,,,,,,,,,,
p2908,WHITE,M,ADAMSTOWN,MD,MD,1154,v1462,40,,,,,,,,,,,,,,,,,,,,,
p2913,WHITE,M,ADELPHI,MD,XX,1144,v2484,60,,,,,,,,,,,,,,,,,,,,,
p2924,HISPANIC,M,ADELPHI,MD,MD,1148,v3169,55,,,,,,,,,,,,,,,,,,,,,
p2929,HISPANIC,M,ADELPHI,MD,MD,1146,v2485,57,,,,,,,,,,,,,,,,,,,,,
p2937,WHITE,M,ADAMSTOWN,MD,MD,1106,v3328,39,,,,,,,,,,,,,,,,,,,,,
p2940,HISPANIC,M,ADELPHI,MD,MD,1124,v2486,56,,,,,,,,,,,,,,,,,,,,,
p2943,WHITE,M,ADAMSTOWN,MD,MD,1156,v1463,30,,,,,,,,,,,,,,,,,,,,,
p2948,BLACK,M,ADELPHI,MD,MD,1108,v1776,48,,,,,,,,,,,,,,,,,,,,,
p2949,HISPANIC,M,ADELPHI,MD,MD,1128,v3170,19,,,,,,,,,,,,,,,,,,,,,
p2959,BLACK,M,ADELPHI,MD,MD,1110,v1777,68,,,,,,,,,,,,,,,,,,,,,
p2961,WHITE,M,ADELPHI,MD,XX,1132,v2487,59,,,,,,,,,,,,,,,,,,,,,
p2963,HISPANIC,M,ADELPHI,MD,MD,1136,v2488,43,,,,,,,,,,,,,,,,,,,,,
p2968,BLACK,M,ADELPHI,MD,MD,1112,v1778,36,,,,,,,,,,,,,,,,,,,,,
p2971,HISPANIC,M,ADELPHI,MD,MD,1138,v2489,52,,,,,,,,,,,,,,,,,,,,,
p2977,HISPANIC,M,ADELPHI,MD,MD,1140,v2490,37,,,,,,,,,,,,,,,,,,,,,
p2982,HISPANIC,M,ADELPHI,MD,MD,1100,v3171,36,,,,,,,,,,,,,,,,,,,,,
p2984,BLACK,M,ADELPHI,MD,MD,1130,v1779,22,,,,,,,,,,,,,,,,,,,,,
p2998,BLACK,M,ADAMSTOWN,MD,MD,1142,v2928,48,,,,,,,,,,,,,,,,,,,,,
p3005,WHITE,M,ADAMSTOWN,MD,MD,1144,v1464,25,,,,,,,,,,,,,,,,,,,,,
p3007,WHITE,M,ADELPHI,MD,MA,1142,v2491,20,,,,,,,,,,,,,,,,,,,,,
p3027,HISPANIC,M,ADELPHI,MD,MD,1148,v2492,56,,,,,,,,,,,,,,,,,,,,,
p3033,WHITE,F,ADAMSTOWN,MD,MD,1146,v1465,67,,,,,,,,,,,,,,,,,,,,,
p3050,WHITE,M,ADELPHI,MD,MA,1128,v2493,41,,,,,,,,,,,,,,,,,,,,,
p3066,BLACK,F,ADELPHI,MD,MD,1100,v2494,58,,,,,,,,,,,,,,,,,,,,,
p3068,BLACK,M,ADELPHI,MD,MD,1102,v1780,19,,,,,,,,,,,,,,,,,,,,,
p3071,HISPANIC,M,ADELPHI,MD,MD,1104,v3172,23,,,,,,,,,,,,,,,,,,,,,
p3089,BLACK,M,ADELPHI,MD,MD,1108,v3173,34,,,,,,,,,,,,,,,,,,,,,
p3096,WHITE,M,ADELPHI,MD,MA,1104,v2495,58,,,,,,,,,,,,,,,,,,,,,
p3103,WHITE,M,ADELPHI,MD,MA,1108,v2496,18,,,,,,,,,,,,,,,,,,,,,
p3110,BLACK,M,ADELPHI,MD,MD,1110,v2497,44,,,,,,,,,,,,,,,,,,,,,
p3112,WHITE,F,ADAMSTOWN,MD,MD,1124,v1466,52,,,,,,,,,,,,,,,,,,,,,
p3133,BLACK,M,ADELPHI,MD,MD,1106,v1781,55,,,,,,,,,,,,,,,,,,,,,
p3141,WHITE,M,ADELPHI,MD,MA,1112,v2498,35,,,,,,,,,,,,,,,,,,,,,
p3150,WHITE,M,ADELPHI,MD,MA,1130,v2499,50,,,,,,,,,,,,,,,,,,,,,
p3155,HISPANIC,M,ADELPHI,MD,MD,1102,v2500,55,,,,,,,,,,,,,,,,,,,,,
p3161,BLACK,M,ADELPHI,MD,MD,1126,v1782,68,,,,,,,,,,,,,,,,,,,,,
p3166,BLACK,M,ADELPHI,MD,MD,1114,v1783,53,,,,,,,,,,,,,,,,,,,,,
p3168,WHITE,F,ADAMSTOWN,MD,MD,1132,v1467,22,,,,,,,,,,,,,,,,,,,,,
p3169,BLACK,M,ADELPHI,MD,MD,1106,v2501,61,,,,,,,,,,,,,,,,,,,,,
p3170,ASIAN,F,ADAMSTOWN,MD,MD,1126,v3329,29,,,,,,,,,,,,,,,,,,,,,
p3174,WHITE,F,ADAMSTOWN,MD,MD,1148,v2929,55,,,,,,,,,,,,,,,,,,,,,
p3177,WHITE,M,ADAMSTOWN,MD,MD,1128,v2930,36,,,,,,,,,,,,,,,,,,,,,
p3179,ASIAN,M,ADAMSTOWN,MD,MD,1100,v2931,66,,,,,,,,,,,,,,,,,,,,,
p3182,WHITE,F,ADAMSTOWN,MD,MD,1136,v1468,45,,,,,,,,,,,,,,,,,,,,,
p3187,WHITE,M,ADELPHI,MD,MA,1126,v2502,21,,,,,,,,,,,,,,,,,,,,,
p3193,BLACK,M,ADELPHI,MD,MD,1114,v2503,70,,,,,,,,,,,,,,,,,,,,,
p3204,BLACK,M,ADELPHI,MD,MD,1122,v2504,60,,,,,,,,,,,,,,,,,,,,,
p3210,WHITE,M,ADELPHI,MD,FL,1134,v2505,33,,,,,,,,,,,,,,,,,,,,,
p3212,WHITE,M,ADELPHI,MD,FL,1116,v2506,69,,,,,,,,,,,,,,,,,,,,,
p3219,ASIAN,M,ADELPHI,MD,MD,1120,v2507,34,,,,,,,,,,,,,,,,,,,,,
p3228,WHITE,F,ADAMSTOWN,MD,MD,1138,v1469,63,,,,,,,,,,,,,,,,,,,,,
p3240,WHITE,F,ADAMSTOWN,MD,MD,1114,v3330,54,,,,,,,,,,,,,,,,,,,,,
