personid,dateofstop,timeofstop,agency,subagency,descrption,location,latitude,longitude,contributedaccident,belts,personalinjury,propertydamge,fatal,commerciallicense,hazmat,commericalvehicels,alcohol,workzone,accident
p2453,5/26/2012,0:19:00,MCP,"3rd district, Silver Spring","NEGLIGENT DRIVING VEHICLE IN CARELESS AND IMPRUDENT MANNER ENDANGERING PROPERTY, LIFE AND PERSON",GERORGIA AVE @ DENNIS AVE,38.99052352,-77.02222412,No,No,No,No,No,No,No,No,Yes,No,Yes
p2454,2/10/2017,10:27:00,MCP,"3rd district, Silver Spring",FAILURE TO EQUIP VEH. WITH REQUIRED REAR STOP LAMP,COLESVILLE RD AND DALE DR,39.00293667,-77.02444833,No,No,Yes,No,No,Yes,Yes,No,Yes,No,Yes
p2455,3/2/2013,1:10:00,MCP,"3rd district, Silver Spring",FAILURE TO DISPLAY REGISTRATION CARD UPON DEMAND BY POLICE OFFICER,NB PINEY BRANCH RD @ BARRON ST,38.99051777,-77.02299593,Yes,No,Yes,Yes,Yes,Yes,No,No,No,No,No
p2460,5/9/2012,0:55:00,MCP,"3rd district, Silver Spring",DRIVING UNDER THE INFLUENCE OF ALCOHOL PER SE,NEW HAMPSHIRE AVE / NORTHAMPTON DR,39.00689647,-76.98013725,Yes,No,Yes,No,No,No,Yes,Yes,No,No,Yes
p2462,6/22/2012,0:56:00,MCP,"3rd district, Silver Spring",FAILURE OF LICENSEE TO NOTIFY ADMINISTRATION OF CHANGE OF ADDRESS WITHIN 30 DAYS,WAYNE AVE @ DALE DR,38.99980573,-77.01415958,No,No,No,No,No,No,No,No,Yes,Yes,Yes
p2463,5/25/2014,0:50:00,MCP,"3rd district, Silver Spring",DRIVING UNDER THE INFLUENCE OF ALCOHOL PER SE,SUNNYSIDE RD/ PINEY BRANCH RD,38.989785,-77.01062,No,No,No,No,No,Yes,No,No,No,No,Yes
p2464,4/18/2013,12:06:00,MCP,"3rd district, Silver Spring",EXCEEDING MAXIMUM SPEED: 52 MPH IN A POSTED 35 MPH ZONE,EB BRIGGS CHANEY RD WO GATESHEAD MANOR,39.077515,-76.94351333,Yes,No,Yes,No,Yes,Yes,Yes,Yes,No,Yes,No
p2467,7/11/2012,23:03:00,MCP,"3rd district, Silver Spring",DRIVER FAILURE TO OBEY PROPERLY PLACED TRAFFIC CONTROL DEVICE INSTRUCTIONS,TIMBERWOOD AVE / COLESVILLE RD,39.02155798,-77.01239823,Yes,No,No,Yes,Yes,Yes,No,Yes,No,No,Yes
p2471,3/2/2013,1:10:00,MCP,"3rd district, Silver Spring",DRIVING WHILE IMPAIRED BY ALCOHOL,NB PINEY BRANCH RD @ BARRON ST,38.99051777,-77.02299593,No,Yes,Yes,No,No,No,No,No,No,No,Yes
p2474,5/1/2015,22:58:00,MCP,"3rd district, Silver Spring",PERSON DRIVING MOTOR VEHICLE ON HIGHWAY OR PUBLIC USE PROPERTY ON REVOKED OUT-OF-STATE LICENSE,BROADBIRCH DR AT  PLUM ORCHARD DR,39.05304833,-76.95817833,Yes,Yes,No,Yes,No,Yes,Yes,No,Yes,No,Yes
p2477,9/2/2012,0:58:00,MCP,"3rd district, Silver Spring",DRIVING VEH. WHILE IMPAIRED BY ALCOHOL,NEW HAMPSHIRE AVE @ NORTHAMPTON DR,,,No,No,Yes,No,No,Yes,No,No,No,Yes,No
p2478,11/18/2015,8:59:00,MCP,"3rd district, Silver Spring",FAILURE OF INDIVIDUAL DRIVING ON HIGHWAY TO DISPLAY LICENSE TO UNIFORMED POLICE ON DEMAND,8711  ARLISS ST,39.00022333,-77.00152833,No,Yes,No,No,No,No,Yes,No,No,No,Yes
p2482,9/11/2013,23:05:00,MCP,"3rd district, Silver Spring",KNOWINGLY DRIVING UNINSURED VEHICLE,COLESVILLE RD. @ UNIVERSITY BLVD,39.018125,-77.01488167,No,Yes,No,Yes,No,No,Yes,Yes,No,No,Yes
p2483,9/4/2013,21:33:00,MCP,"3rd district, Silver Spring",POSSESSING MORE THAN ONE DRIVER'S LICENSE AT ANY ONE TIME,COLUMBIA PIKE @ STEWART LANE,39.04857167,-76.98348667,No,Yes,No,Yes,No,No,Yes,Yes,Yes,No,No
p2489,3/20/2014,18:39:00,MCP,"3rd district, Silver Spring",DRIVER FAILURE TO STOP AT STEADY CIRCULAR RED SIGNAL,GEORGIA AVE / BONIFANT ST,38.99330667,-77.02756,No,Yes,No,Yes,Yes,Yes,Yes,No,No,No,Yes
p2492,1/17/2013,12:25:00,MCP,"3rd district, Silver Spring",DRIVING VEHICLE ON HIGHWAY WITH SUSPENDED REGISTRATION,COLESVILLE RD/WAYNE AVE,38.99550625,-77.02901737,Yes,Yes,Yes,No,Yes,Yes,Yes,No,No,Yes,Yes
p2494,3/9/2014,23:59:00,MCP,"3rd district, Silver Spring",PERSON DRIVING MOTOR VEHICLE ON HIGHWAY OR PUBLIC USE PROPERTY ON SUSPENDED LICENSE AND PRIVILEGE,FENTON ST AT BURLINGTON AVE,38.98812167,-77.02365333,No,Yes,No,No,Yes,Yes,No,Yes,No,No,Yes
p2497,10/3/2012,0:54:00,MCP,"3rd district, Silver Spring",EXCEEDING MAXIMUM SPEED: 85 MPH IN A POSTED 55 MPH ZONE,W/B 495 / CONNECTCUT AVENUE,39.01397845,-77.09435693,Yes,No,Yes,No,No,No,No,No,No,Yes,Yes
p2498,6/14/2013,16:32:00,MCP,"3rd district, Silver Spring",DRIVER FAILURE TO OBEY PROPERLY PLACED TRAFFIC CONTROL DEVICE INSTRUCTIONS,STANDFORD @ WEST,38.98032,-77.08988667,Yes,No,Yes,No,No,Yes,No,No,Yes,No,Yes
p2500,6/17/2015,22:49:00,MCP,"3rd district, Silver Spring",DRIVING VEHICLE ON HIGHWAY WITH SUSPENDED REGISTRATION,PINEY BRANCH RD @ CARROLL AVE,39.001025,-76.98550167,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes
p2501,12/2/2012,3:11:00,MCP,"3rd district, Silver Spring",DRIVING WHILE IMPAIRED BY ALCOHOL,NEW HAMPSHIRE AVE @ VALLEY BROOK DR,,,Yes,No,No,No,Yes,No,No,No,Yes,Yes,Yes
p2506,2/18/2013,18:07:00,MCP,"3rd district, Silver Spring",DRIVING MOTOR VEHICLE ON HIGHWAY WITHOUT REQUIRED LICENSE AND AUTHORIZATION,PINEY BRANCH RD @ UNIVERSITY BLVD E,38.99939995,-76.9978818,No,Yes,Yes,No,No,Yes,No,Yes,Yes,No,Yes
p2507,3/9/2014,23:55:00,MCP,"3rd district, Silver Spring",DRIVING VEH. W/O ADEQUATE REAR REG. PLATE ILLUMINATION,FENTON ST AT BURLINGTON AVE,38.98812167,-77.02365333,No,No,No,No,Yes,Yes,No,Yes,No,No,Yes
p2509,1/18/2014,16:38:00,MCP,"3rd district, Silver Spring",DRIVING TO DRIVE MOTOR VEHICLE ON HIGHWAY WITHOUT REQUIRED LICENSE AND AUTHORIZATION,UNIVERSITY BLVD/CARROLL AVE,39.00337667,-76.99616667,No,No,No,Yes,No,Yes,Yes,Yes,Yes,No,Yes
p2513,12/12/2016,1:15:00,MCP,"3rd district, Silver Spring",FAILURE YIELD RIGHT OF WAY ON LEFT TURN,FENTON ST @ COLESVILLE RD,38.994385,-77.03087667,No,No,No,Yes,No,No,No,No,Yes,No,Yes
p2515,1/20/2014,15:26:00,MCP,"3rd district, Silver Spring",FAIL OF DRIVER IN ATTEND VEH ACCIDENT TO FURNISH REQ ID & LIC,NEW HAMPSHIRE AVE AND OAKVIEW DRIVE,38.99071833,-77.02313667,No,Yes,No,Yes,No,Yes,No,No,No,Yes,Yes
p2516,6/23/2014,1:45:00,MCP,"3rd district, Silver Spring","PERSON DRIVING MOTOR VEHICLE WHILE LICENSE SUSPENDED UNDER 17-106, 26-204, 26-206, 27-103",NEW HAMPSHIRE AVE / RODNEY RD,39.02895667,-76.98352333,No,Yes,Yes,Yes,No,No,Yes,No,No,Yes,No
p2517,3/24/2015,15:47:00,MCP,"3rd district, Silver Spring",POSSESSING SUSPENDED LIC.,PROSPERITY DR  AND TECH RD,,,Yes,Yes,No,No,No,No,Yes,Yes,No,No,No
p2519,5/13/2015,11:42:00,MCP,"3rd district, Silver Spring",FAILURE TO CONTROL VEH. SPEED ON HWY. TO AVOID COLLISION,IFO 8727 CARROLL AVE,38.99842,-76.99142667,No,No,Yes,No,Yes,Yes,Yes,No,No,Yes,Yes
p2522,2/5/2013,21:26:00,MCP,"3rd district, Silver Spring",FAILURE TO MAINTAIN LEGIBLE REGISTRATION PLATE FREE FROM FOREIGN MATERIALS,COLUMBIA PIKE AND INDUSTRIAL,39.05552,-76.97198,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No
p2524,5/25/2014,0:50:00,MCP,"3rd district, Silver Spring",FAILURE OF INDIVIDUAL DRIVING ON HIGHWAY TO DISPLAY LICENSE TO UNIFORMED POLICE ON DEMAND,SUNNYSIDE RD/ PINEY BRANCH RD,38.989785,-77.01062,Yes,No,No,No,Yes,No,Yes,Yes,No,Yes,No
p2526,11/28/2014,22:39:00,MCP,"3rd district, Silver Spring",VEH. FAILURE TO DISPLAY & REFLECT AMBER COLOR LIGHT ON LAMPS & REFLECTORS AS REQ.,GEORGIA AVE /  RANDOLPH RD,,,Yes,No,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes
p2528,5/8/2013,23:45:00,MCP,"3rd district, Silver Spring",PERSON DRIVING MOTOR VEHICLE ON HIGHWAY OR PUBLIC USE PROPERTY ON SUSPENDED LICENSE AND PRIVILEGE,NEW HAMPSHIRE AVE @ NORTHWEST DR,39.03785167,-76.98981333,No,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,No
p2530,5/21/2013,17:27:00,MCP,"3rd district, Silver Spring",PERSON DRIVING MOTOR VEHICLE ON HIGHWAY OR PUBLIC USE PROPERTY ON SUSPENDED LICENSE AND PRIVILEGE,AVENEL RD @ NORTHAMPTON DR,,,No,No,No,No,No,Yes,No,No,Yes,No,No
p2538,4/8/2013,17:19:00,MCP,"3rd district, Silver Spring",DRIVER FAILURE TO OBEY PROPERLY PLACED TRAFFIC CONTROL DEVICE INSTRUCTIONS,SB COLESVILLE RD @ SECOND AVE,38.99531293,-77.02918182,Yes,Yes,Yes,No,Yes,No,Yes,No,Yes,No,No
p2541,6/16/2012,23:39:00,MCP,"3rd district, Silver Spring",DRIVING VEH. IN SPEED CONTEST ON HWY.,11271 NEW HAMPSHIRE AVE (BEHIND ADDRESS),38.9905749,-77.02280207,No,Yes,No,No,No,No,Yes,Yes,No,Yes,Yes
p2546,7/21/2013,3:31:00,MCP,"3rd district, Silver Spring",DRIVING MOTOR VEHICLE ON HIGHWAY WITHOUT REQUIRED LICENSE AND AUTHORIZATION,9300 AVENEL ROAD,39.00782955,-76.9807593,Yes,No,No,No,Yes,No,Yes,Yes,Yes,No,No
p2555,3/9/2013,20:35:00,MCP,"3rd district, Silver Spring",DRIVER OF MOTOR VEHICLE FOLLOWING VEHICLE CLOSER THAN REASONABLE AND PRUDENT,UNIVERSITY BLVD E / BAYFIELD ST,38.99588558,-76.99344547,No,No,No,No,No,No,No,Yes,No,Yes,No
p2556,2/4/2013,22:14:00,MCP,"3rd district, Silver Spring",FAILURE TO MAINTAIN LEGIBLE REGISTRATION PLATE FREE FROM COVER.,S/B NEW HAMPSHIRE AVE @ DILSTON ROAD,39.01218482,-76.97881353,Yes,No,Yes,No,No,Yes,No,No,No,No,No
p2557,11/24/2012,20:11:00,MCP,"3rd district, Silver Spring","FAILURE OF VEH. ON HWY. TO DISPLAY LIGHTED LAMPS, ILLUMINATING DEVICE IN UNFAVORABLE VISIBILITY COND",WAYNE AVE @ DALE DR,38.9996971,-77.01395918,No,Yes,Yes,No,No,No,Yes,Yes,Yes,No,Yes
p2561,6/16/2012,23:39:00,MCP,"3rd district, Silver Spring",DRIVING VEHICLE WHILE UNDER THE INFLUENCE OF ALCOHOL,11271 NEW HAMPSHIRE AVE (BEHIND ADDRESS),38.9905749,-77.02280207,Yes,No,Yes,Yes,Yes,No,Yes,No,No,No,Yes
p2566,9/26/2013,7:43:00,MCP,"3rd district, Silver Spring",EXCEEDING MAXIMUM SPEED: 49 MPH IN A POSTED 40 MPH ZONE,NEW HAMPSHIRE  NB / TANLEY,39.05583,-76.99586333,Yes,No,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Yes
p2568,8/12/2013,2:38:00,MCP,"3rd district, Silver Spring",DRIVING UNDER THE INFLUENCE OF ALCOHOL PER SE,S/B COLUMBIA PIKE AT CHERRY HILL RD,38.99055565,-77.02297832,No,Yes,No,No,No,Yes,Yes,Yes,No,No,Yes
p2571,2/9/2013,22:35:00,MCP,"3rd district, Silver Spring",DRIVING UNDER THE INFLUENCE OF ALCOHOL PER SE,SB NEW HAMPSHIRE AVE / OAKVIEW DR,38.99053368,-77.02287655,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,No,No
p2572,3/30/2012,18:32:00,MCP,"3rd district, Silver Spring","PERSON DRIVING MOTOR VEHICLE WHILE LICENSE SUSPENDED UNDER 17-106, 26-204, 26-206, 27-103",NB NEW HAMPSHIRE AV AND WOLF DR,39.07431328,-77.00207587,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No
p2574,10/27/2013,0:15:00,MCP,"3rd district, Silver Spring",DRIVER FAILURE TO OBEY DESIGNATED LANE DIRECTIONS,NEW HAMPSHIRE AVE @ NORTHWEST DR,39.03497,-76.98751333,No,No,No,Yes,Yes,No,Yes,No,Yes,Yes,Yes
p2578,6/24/2014,4:56:00,MCP,"3rd district, Silver Spring",DRIVING WHILE IMPAIRED BY ALCOHOL,PINEY BRANCH / UNIVERSITY BLVD E,39.04541,-76.99108167,No,Yes,Yes,Yes,No,No,Yes,Yes,No,Yes,No
p2580,1/22/2015,8:51:00,MCP,"3rd district, Silver Spring",RECKLESS DRIVING VEHICLE IN WANTON AND WILLFUL DISREGARD FOR SAFETY OF PERSONS AND PROPERTY,PROSPERITY DRIVE AT TECH RD,39.014485,-77.03419667,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes
p2581,8/6/2013,18:46:00,MCP,"3rd district, Silver Spring",PERSON DRIVING MOTOR VEHICLE ON HIGHWAY OR PUBLIC USE PROPERTY ON SUSPENDED LICENSE AND PRIVILEGE,NB 29/FAIRLAND RD,39.07345955,-76.95534475,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,Yes,Yes
p2582,3/23/2013,0:13:00,MCP,"3rd district, Silver Spring",FAILURE TO DISPLAY REGISTRATION CARD UPON DEMAND BY POLICE OFFICER,UNIVERSITY BLVD W @ SLIGO CREEK PKW,39.036535,-77.03004662,Yes,Yes,No,No,Yes,Yes,Yes,Yes,No,Yes,Yes
p2585,12/21/2015,22:59:00,MCP,"3rd district, Silver Spring",PERSON DRIVING MOTOR VEHICLE ON HIGHWAY OR PUBLIC USE PROPERTY ON SUSPENDED LICENSE AND PRIVILEGE,FENTON ST @ SILVER SPRING AVE,38.99127333,-77.02391667,Yes,Yes,Yes,No,No,No,Yes,Yes,No,No,Yes
p2588,10/7/2015,14:27:00,MCP,"3rd district, Silver Spring",DRIVING UNSAFE VEH. ON HWY.,SB US RT 29/ MD 198,39.109305,-76.93070333,No,Yes,No,Yes,No,No,No,No,Yes,No,Yes
p2593,1/8/2013,12:58:00,MCP,"3rd district, Silver Spring",Window Tint,CAMERON  STREET @ FENTON STREET,38.996958,-77.02572288,No,Yes,Yes,No,No,Yes,Yes,No,Yes,Yes,No
p2596,11/28/2014,22:39:00,MCP,"3rd district, Silver Spring",DRIVING VEHICLE WHILE UNDER THE INFLUENCE OF ALCOHOL,GEORGIA AVE /  RANDOLPH RD,,,Yes,No,Yes,No,No,No,Yes,Yes,No,No,Yes
p2600,12/30/2013,0:35:00,MCP,"3rd district, Silver Spring",FAILURE OF INDIVIDUAL DRIVING ON HIGHWAY TO DISPLAY LICENSE TO UNIFORMED POLICE ON DEMAND,PINEY BRANCH RD/ FLOWER AVE,38.998315,-77.002675,No,Yes,No,Yes,Yes,No,No,No,Yes,Yes,No
p2602,2/12/2016,0:49:00,MCP,"3rd district, Silver Spring",DRIVING TO DRIVE MOTOR VEHICLE ON HIGHWAY WITHOUT REQUIRED LICENSE AND AUTHORIZATION,CHERRY HILL RD AT FDA BLVD,39.05795333,-76.95505167,Yes,No,Yes,Yes,No,Yes,No,No,Yes,Yes,No
p2604,9/4/2015,11:37:00,MCP,"3rd district, Silver Spring",STOP LIGHTS (*),BROADBIRCH DR / PLUM ORCHARD DR,,,Yes,No,No,Yes,No,Yes,Yes,Yes,No,Yes,Yes
p2606,6/5/2013,17:34:00,MCP,"3rd district, Silver Spring",DRIVING VEHICLE ON HIGHWAY WITHOUT CURRENT REGISTRATION PLATES AND VALIDATION TABS,COLESVILLE RD/ LEIGHTON AVE,39.01048422,-77.01715672,Yes,Yes,No,No,No,No,No,Yes,Yes,No,Yes
p2608,1/3/2016,19:41:00,MCP,"3rd district, Silver Spring",OPERATING UNREGISTERED MOTOR VEHICLE ON HIGHWAY,NB 29/ BRIGGS CHANEY RD,39.076455,-76.95337,No,No,Yes,Yes,No,No,Yes,Yes,Yes,Yes,No
p2609,6/16/2012,3:09:00,MCP,"3rd district, Silver Spring",DRIVER ENTERING INTERSECTION AT FLASHING RED TRAFFIC SIGNAL WITHOUT STOPPING,WAYNE AVE @ DALE DR,38.99982598,-77.01293785,Yes,Yes,No,Yes,No,Yes,Yes,No,Yes,No,No
p2610,9/9/2015,9:43:00,MCP,"3rd district, Silver Spring",POSSESSING SUSPENDED LIC.,NEW HAMPSHIRE AVE @ ELTON RD,39.01923333,-76.976525,No,Yes,Yes,No,No,No,No,No,No,No,No
p2615,6/28/2015,0:58:00,MCP,"3rd district, Silver Spring",PASSENGER AGE 16 OR MORE IN REAR SEAT OF MOTOR VEH WITHOUT SEATBELT RESTRAINT,11452 CHERRY HILL RD,39.04697833,-76.98994,Yes,Yes,No,No,Yes,No,No,Yes,Yes,Yes,Yes
p2617,5/29/2012,23:10:00,MCP,"3rd district, Silver Spring","DRIVING, ATTEMPTING TO DRIVE MOTOR VEHICLE ON HIGHWAY WITHOUT REQUIRED LICENSE AND AUTHORIZATION",9200 PINEY  BRANCH RD,39.00361865,-76.9771671,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No
p2620,10/27/2012,1:40:00,MCP,"3rd district, Silver Spring",DRIVER ENTERING INTERSECTION AT FLASHING RED TRAFFIC SIGNAL WITHOUT STOPPING,WAYNE AVE @ DALE,38.99987428,-77.01316283,Yes,Yes,No,Yes,Yes,No,No,No,Yes,No,No
p2624,7/21/2013,3:31:00,MCP,"3rd district, Silver Spring",PERSON DRIVING MOTOR VEHICLE ON HIGHWAY OR PUBLIC USE PROPERTY ON REVOKED LICENSE AND PRIVILEGE,9300 AVENEL ROAD,39.00782955,-76.9807593,No,Yes,No,Yes,No,No,No,No,No,Yes,No
p2625,6/6/2015,15:53:00,MCP,"3rd district, Silver Spring",PERSON DRIVING MOTOR VEHICLE ON HIGHWAY OR PUBLIC USE PROPERTY ON SUSPENDED LICENSE AND PRIVILEGE,8830 PINEY BRANCH RD,38.99964667,-76.994025,Yes,No,Yes,Yes,No,No,No,Yes,Yes,Yes,Yes
p2628,9/9/2015,9:43:00,MCP,"3rd district, Silver Spring","DRIVING MOTOR VEH. WHILE LIC. SUSPENDED UNDER 17-106, 26-204, 26-206, 27-103",NEW HAMPSHIRE AVE @ ELTON RD,39.01923333,-76.976525,No,Yes,No,Yes,Yes,Yes,No,No,Yes,Yes,No
p2633,3/2/2013,1:10:00,MCP,"3rd district, Silver Spring",DRIVING UNDER THE INFLUENCE OF ALCOHOL PER SE,NB PINEY BRANCH RD @ BARRON ST,38.99051777,-77.02299593,No,Yes,No,No,No,Yes,No,No,No,No,Yes
p2635,3/27/2014,15:35:00,MCP,"3rd district, Silver Spring",FAILURE OF INDIVIDUAL DRIVING ON HIGHWAY TO DISPLAY LICENSE TO UNIFORMED POLICE ON DEMAND,FOREST GLEN RD/ COLERIDGE DR,39.01544167,-77.043845,No,No,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes
p2637,5/5/2012,23:05:00,MCP,"3rd district, Silver Spring",DRIVER FAILURE TO OBEY PROPERLY PLACED TRAFFIC CONTROL DEVICE INSTRUCTIONS,EAST WEST HWY @ COLESVILLE RD,38.99447593,-77.0337413,No,No,No,Yes,Yes,Yes,Yes,No,No,Yes,Yes
p2638,8/9/2013,23:36:00,MCP,"3rd district, Silver Spring","FAILURE OF VEH. ON HWY. TO DISPLAY LIGHTED LAMPS, ILLUMINATING DEVICE IN UNFAVORABLE VISIBILITY COND",8800 GARLAND AVE,39.000785,-77.00162333,Yes,Yes,Yes,No,No,No,No,Yes,Yes,No,Yes
p2639,5/1/2014,10:13:00,MCP,"3rd district, Silver Spring",DRIVER USING HANDS TO USE HANDHELD TELEPHONE WHILEMOTOR VEHICLE IS IN MOTION,212 EAST INDIAN SPRING,39.01325833,-77.00419,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No
p2640,5/1/2015,22:58:00,MCP,"3rd district, Silver Spring",DRIVING TO DRIVE MOTOR VEHICLE ON HIGHWAY WITHOUT REQUIRED LICENSE AND AUTHORIZATION,BROADBIRCH DR AT  PLUM ORCHARD DR,39.05304833,-76.95817833,No,No,Yes,No,No,Yes,No,No,No,Yes,Yes
p2642,1/13/2012,18:19:00,MCP,"3rd district, Silver Spring",PERSON DRIVING MOTOR VEHICLE ON HIGHWAY OR PUBLIC USE PROPERTY ON SUSPENDED LICENSE AND PRIVILEGE,RT 29 AT MUSGROVE RD,39.06744568,-76.9592769,No,Yes,No,No,No,Yes,No,Yes,No,No,Yes
p2647,5/25/2014,0:50:00,MCP,"3rd district, Silver Spring",DRIVING VEHICLE WHILE UNDER THE INFLUENCE OF ALCOHOL,SUNNYSIDE RD/ PINEY BRANCH RD,38.989785,-77.01062,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Yes
p2650,6/26/2013,22:04:00,MCP,"3rd district, Silver Spring",DRIVER FAILURE TO OBEY PROPERLY PLACED TRAFFIC CONTROL DEVICE INSTRUCTIONS,BONIFANT STREET/GEORGIA AVENUE,38.99146977,-77.02673353,No,No,No,No,Yes,Yes,Yes,No,Yes,No,Yes
p2651,6/9/2015,23:57:00,MCP,"3rd district, Silver Spring",EXCEEDING MAXIMUM SPEED: 49 MPH IN A POSTED 40 MPH ZONE,NEW HAMPSHIRE AVE /OVERLOOK DR,39.02252833,-76.97765,Yes,No,Yes,Yes,No,No,Yes,Yes,No,Yes,No
p2653,2/4/2016,2:11:00,MCP,"3rd district, Silver Spring",DRIVING WHILE IMPAIRED BY ALCOHOL,PINEY BRANCH ROAD / CARROLL AVENUE,39.04689167,-76.991235,Yes,Yes,Yes,No,No,Yes,No,Yes,No,No,No
p2654,9/11/2013,7:44:00,MCP,"3rd district, Silver Spring",DRIVING MOTOR VEHICLE ON HIGHWAY WITHOUT REQUIRED LICENSE AND AUTHORIZATION,UNIV BLVD W//EISNER,39.02987833,-77.020835,No,No,Yes,Yes,No,No,No,No,Yes,Yes,No
p2655,9/4/2015,9:00:00,MCP,"3rd district, Silver Spring",DRIVING TO DRIVE MOTOR VEHICLE ON HIGHWAY WITHOUT REQUIRED LICENSE AND AUTHORIZATION,10100 NEW HAMPSHIRE AVE / 1600 ELTON RD,39.04563667,-76.99091167,No,No,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes
p2657,5/26/2012,0:19:00,MCP,"3rd district, Silver Spring",RECKLESS DRIVING VEHICLE IN WANTON AND WILLFUL DISREGARD FOR SAFETY OF PERSONS AND PROPERTY,GERORGIA AVE @ DENNIS AVE,38.99052352,-77.02222412,Yes,Yes,No,Yes,No,No,No,No,Yes,No,No
p2658,6/23/2014,1:45:00,MCP,"3rd district, Silver Spring",DRIVING VEH. W/O ADEQUATE REAR REG. PLATE ILLUMINATION,NEW HAMPSHIRE AVE / RODNEY RD,39.02895667,-76.98352333,Yes,No,No,Yes,No,No,No,No,No,Yes,No
p2660,3/2/2013,1:10:00,MCP,"3rd district, Silver Spring",DRIVING VEHICLE WHILE UNDER THE INFLUENCE OF ALCOHOL,NB PINEY BRANCH RD @ BARRON ST,38.99051777,-77.02299593,No,No,Yes,No,Yes,Yes,Yes,No,No,Yes,Yes
p2661,7/1/2014,3:13:00,MCP,"3rd district, Silver Spring","PERSON DRIVING MOTOR VEHICLE WHILE LICENSE SUSPENDED UNDER 17-106, 26-204, 26-206, 27-103",BROADBIRCH DR ABD PLUM ORCHARD,39.05572833,-76.95834833,No,No,No,No,Yes,No,Yes,Yes,Yes,No,Yes
p2663,9/4/2013,21:33:00,MCP,"3rd district, Silver Spring",DRIVING MOTOR VEH. WITH OBSTRUCTED WINDSHIELD,COLUMBIA PIKE @ STEWART LANE,39.04857167,-76.98348667,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes
p2665,9/4/2015,9:00:00,MCP,"3rd district, Silver Spring",NEGLIGENT DRIVING,10100 NEW HAMPSHIRE AVE / 1600 ELTON RD,39.04563667,-76.99091167,Yes,No,Yes,No,Yes,No,No,No,No,No,Yes
p2670,1/16/2016,19:36:00,MCP,"3rd district, Silver Spring",FAILURE TO CONTROL VEHICLE SPEED ON HIGHWAY TO AVOID COLLISION,SB NEW HAMPSHIRE AVE @ 495,39.02157,-76.97720833,Yes,Yes,No,Yes,Yes,No,No,Yes,Yes,No,Yes
p2674,5/27/2012,16:59:00,MCP,"3rd district, Silver Spring",HOLDER OF LEARNER'S PERMIT DRIVING W/O REQ. SUPERVISION,BEACON RD @ 762 NORTHHAMPTON DR,39.00881393,-76.9842255,Yes,Yes,No,Yes,No,No,Yes,No,Yes,Yes,Yes
p2675,10/1/2015,21:38:00,MCP,"3rd district, Silver Spring",PERSON DRIVING MOTOR VEHICLE ON HIGHWAY OR PUBLIC USE PROPERTY ON SUSPENDED LICENSE AND PRIVILEGE,NEW HAMPSHIRE AVE / SCHINDLER DR,39.03325667,-76.98639667,No,Yes,Yes,Yes,Yes,No,Yes,No,Yes,No,Yes
p2676,7/3/2015,23:46:00,MCP,"3rd district, Silver Spring",PERSON DRIVING MOTOR VEHICLE ON HIGHWAY OR PUBLIC USE PROPERTY ON REVOKED LICENSE AND PRIVILEGE,NEW HAMPSHIRE AVE / MAHAN,39.035465,-76.98816667,No,No,No,Yes,No,No,No,Yes,No,Yes,Yes
p2677,4/9/2015,16:46:00,MCP,"3rd district, Silver Spring",DISPLAYING EXPIRED REGISTRATION PLATE ISSUED BY ANY STATE,2ND AVE @ LUZERNE AVE,39.007465,-77.04324833,No,No,Yes,No,Yes,Yes,No,No,No,Yes,No
p2681,10/31/2015,19:33:00,MCP,"3rd district, Silver Spring",DRIVER WHEN TURNING LEFT FAIL TO YIELD RIGHT OF WAY TO VEHICLE APPROACHING FROM OPPOSITE DIRECTION,NEW HAMPSHIRE AVE @ NORTHAMPTON,39.05712333,-77.04426833,No,Yes,Yes,Yes,No,No,No,No,Yes,Yes,No
p2685,9/9/2015,9:43:00,MCP,"3rd district, Silver Spring",PERSON DRIVING MOTOR VEH. ON HWY.ON SUSPENDED LIC. AND PRIVILEGE,NEW HAMPSHIRE AVE @ ELTON RD,39.01923333,-76.976525,Yes,No,Yes,Yes,No,No,Yes,Yes,No,Yes,Yes
p2686,12/16/2015,10:33:00,MCP,"3rd district, Silver Spring",DRIVER FAILURE TO STOP AT STEADY CIRCULAR RED SIGNAL,2101 HILDAROSE DR,39.02050167,-77.04525833,Yes,Yes,Yes,No,No,No,Yes,No,Yes,Yes,No
